,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
729,My Gospel,Nine Track Mind (Deluxe Edition),Charlie Puth,2016-11-11,210866,32,0.7,0.27,0.7,0.654,0.0,0.0768,-7.126,0.297,112.039,4
730,Up All Night,Nine Track Mind (Deluxe Edition),Charlie Puth,2016-11-11,190106,30,0.647,0.551,0.647,0.648,0.0,0.192,-4.957,0.0314,81.892,4
731,Left Right Left,Nine Track Mind (Deluxe Edition),Charlie Puth,2016-11-11,206466,30,0.698,0.21,0.698,0.712,0.0,0.0602,-3.634,0.0321,99.952,4
732,Then There's You,Nine Track Mind (Deluxe Edition),Charlie Puth,2016-11-11,214413,30,0.581,0.0619,0.581,0.714,4.55e-05,0.105,-8.688,0.0372,97.911,4
733,Suffer,Nine Track Mind (Deluxe Edition),Charlie Puth,2016-11-11,210680,33,0.58,0.75,0.58,0.443,0.0,0.0742,-7.323,0.0498,175.938,3
734,As You Are (feat. Shy Carter),Nine Track Mind (Deluxe Edition),Charlie Puth,2016-11-11,235920,29,0.819,0.361,0.819,0.523,0.0,0.0716,-6.202,0.0449,113.952,4
735,Some Type of Love,Nine Track Mind (Deluxe Edition),Charlie Puth,2016-11-11,187906,31,0.702,0.392,0.702,0.595,0.0,0.0753,-6.005,0.0912,90.497,4
736,River,Nine Track Mind (Deluxe Edition),Charlie Puth,2016-11-11,191360,43,0.775,0.838,0.775,0.329,0.0,0.108,-6.962,0.034,100.034,4
737,Does It Feel,Nine Track Mind (Deluxe Edition),Charlie Puth,2016-11-11,218666,43,0.61,0.177,0.61,0.86,0.0,0.155,-4.6,0.127,98.995,4
738,Nothing But Trouble - Instagram Models; Dance Remix,Nine Track Mind (Deluxe Edition),Charlie Puth,2016-11-11,286829,36,0.682,0.011,0.682,0.806,0.0527,0.564,-5.298,0.0395,122.984,4
739,One Call Away,Nine Track Mind,Charlie Puth,2016-01-29,194453,70,0.667,0.403,0.667,0.613,0.0,0.115,-5.353,0.0344,91.024,4
740,Dangerously,Nine Track Mind,Charlie Puth,2016-01-29,199133,62,0.696,0.364,0.696,0.517,0.0,0.197,-8.379,0.0366,112.291,3
741,Marvin Gaye (feat. Meghan Trainor),Nine Track Mind,Charlie Puth,2016-01-29,190453,68,0.795,0.417,0.795,0.616,0.0,0.349,-5.281,0.06,110.015,4
742,Losing My Mind,Nine Track Mind,Charlie Puth,2016-01-29,212213,44,0.705,0.759,0.705,0.501,0.0761,0.104,-10.997,0.0618,100.042,4
743,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,217706,79,0.728,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,4
744,My Gospel,Nine Track Mind,Charlie Puth,2016-01-29,210866,49,0.7,0.27,0.7,0.654,0.0,0.0768,-7.126,0.297,112.039,4
745,Up All Night,Nine Track Mind,Charlie Puth,2016-01-29,190106,45,0.647,0.551,0.647,0.648,0.0,0.192,-4.957,0.0314,81.892,4
746,Left Right Left,Nine Track Mind,Charlie Puth,2016-01-29,206466,43,0.698,0.21,0.698,0.712,0.0,0.0602,-3.634,0.0321,99.952,4
747,Then There's You,Nine Track Mind,Charlie Puth,2016-01-29,214413,43,0.581,0.0619,0.581,0.714,4.55e-05,0.105,-8.688,0.0372,97.911,4
748,Suffer,Nine Track Mind,Charlie Puth,2016-01-29,210680,54,0.58,0.75,0.58,0.443,0.0,0.0742,-7.323,0.0498,175.938,3
749,As You Are (feat. Shy Carter),Nine Track Mind,Charlie Puth,2016-01-29,235920,42,0.819,0.361,0.819,0.523,0.0,0.0716,-6.202,0.0449,113.952,4
750,Some Type of Love,Nine Track Mind,Charlie Puth,2016-01-29,187906,47,0.702,0.392,0.702,0.595,0.0,0.0753,-6.005,0.0912,90.497,4
751,See You Again (feat. Charlie Puth),Nine Track Mind,Charlie Puth,2016-01-29,229525,58,0.689,0.369,0.689,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,4
752,One Call Away,Nine Track Mind,Charlie Puth,2016-01-29,194453,65,0.667,0.403,0.667,0.613,0.0,0.115,-5.353,0.0344,91.024,4
753,Dangerously,Nine Track Mind,Charlie Puth,2016-01-29,199133,53,0.696,0.364,0.696,0.517,0.0,0.197,-8.379,0.0366,112.291,3
754,Marvin Gaye (feat. Meghan Trainor),Nine Track Mind,Charlie Puth,2016-01-29,190453,58,0.795,0.417,0.795,0.616,0.0,0.349,-5.281,0.06,110.015,4
755,Losing My Mind,Nine Track Mind,Charlie Puth,2016-01-29,212213,35,0.705,0.759,0.705,0.501,0.0761,0.104,-10.997,0.0618,100.042,4
756,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,217706,68,0.728,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,4
757,My Gospel,Nine Track Mind,Charlie Puth,2016-01-29,210866,42,0.7,0.27,0.7,0.654,0.0,0.0768,-7.126,0.297,112.039,4
758,Up All Night,Nine Track Mind,Charlie Puth,2016-01-29,190106,36,0.647,0.551,0.647,0.648,0.0,0.192,-4.957,0.0314,81.892,4
759,Left Right Left,Nine Track Mind,Charlie Puth,2016-01-29,206466,37,0.698,0.21,0.698,0.712,0.0,0.0602,-3.634,0.0321,99.952,4
760,Then There's You,Nine Track Mind,Charlie Puth,2016-01-29,214413,35,0.581,0.0619,0.581,0.714,4.55e-05,0.105,-8.688,0.0372,97.911,4
761,Suffer,Nine Track Mind,Charlie Puth,2016-01-29,210680,46,0.58,0.75,0.58,0.443,0.0,0.0742,-7.323,0.0498,175.938,3
762,As You Are (feat. Shy Carter),Nine Track Mind,Charlie Puth,2016-01-29,235920,35,0.819,0.361,0.819,0.523,0.0,0.0716,-6.202,0.0449,113.952,4
763,Some Type of Love,Nine Track Mind,Charlie Puth,2016-01-29,187906,39,0.702,0.392,0.702,0.595,0.0,0.0753,-6.005,0.0912,90.497,4
764,One Call Away,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,194453,42,0.667,0.403,0.667,0.613,0.0,0.115,-5.353,0.0344,91.024,4
765,Dangerously,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,199133,28,0.696,0.364,0.696,0.517,0.0,0.197,-8.379,0.0366,112.291,3
766,Marvin Gaye (feat. Meghan Trainor),Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,190453,12,0.795,0.417,0.795,0.616,0.0,0.349,-5.281,0.06,110.015,4
767,Losing My Mind,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,212213,15,0.705,0.759,0.705,0.501,0.0761,0.104,-10.997,0.0618,100.042,4
768,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,217706,46,0.728,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,4
769,My Gospel,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,210866,18,0.7,0.27,0.7,0.654,0.0,0.0768,-7.126,0.297,112.039,4
770,Up All Night,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,190106,21,0.647,0.551,0.647,0.648,0.0,0.192,-4.957,0.0314,81.892,4
771,Left Right Left,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,206466,18,0.698,0.21,0.698,0.712,0.0,0.0602,-3.634,0.0321,99.952,4
772,Then There's You,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,214413,16,0.581,0.0619,0.581,0.714,4.55e-05,0.105,-8.688,0.0372,97.911,4
773,Suffer,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,210680,16,0.58,0.75,0.58,0.443,0.0,0.0742,-7.323,0.0498,175.938,3
774,As You Are (feat. Shy Carter),Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,235920,18,0.819,0.361,0.819,0.523,0.0,0.0716,-6.202,0.0449,113.952,4
775,Some Type of Love,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,187906,22,0.702,0.392,0.702,0.595,0.0,0.0753,-6.005,0.0912,90.497,4
776,See You Again (feat. Charlie Puth),Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,229525,42,0.689,0.369,0.689,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,4
777,Marvin Gaye (feat. Wale) - Remix,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,200106,34,0.808,0.456,0.808,0.633,0.0,0.329,-5.298,0.0883,109.974,4
778,Marvin Gaye (feat. Meghan Trainor) - Boehm Remix,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,194499,16,0.766,0.15,0.766,0.616,0.0,0.21,-6.256,0.0325,120.017,4
779,One Call Away (feat. Tyga) - Remix,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,192045,15,0.752,0.258,0.752,0.686,0.0,0.129,-5.249,0.0406,91.017,4
780,One Call Away - KLYMVX Remix,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,221441,18,0.6,0.18,0.6,0.854,0.0,0.0862,-4.234,0.0351,95.016,4
781,One Call Away - Acoustic,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,189052,30,0.649,0.74,0.649,0.258,0.0,0.0799,-13.442,0.0363,90.937,4
782,Marvin Gaye - Live,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,179439,6,0.651,0.955,0.651,0.198,0.0,0.106,-10.853,0.0467,106.842,4
783,Some Type of Love - Live,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,192808,6,0.432,0.946,0.432,0.0968,0.0,0.128,-10.245,0.0644,88.906,4
784,One Call Away,Nine Track Mind,Charlie Puth,2015-11-05,194453,53,0.667,0.403,0.667,0.613,0.0,0.115,-5.353,0.0344,91.024,4
785,Dangerously,Nine Track Mind,Charlie Puth,2015-11-05,199133,41,0.696,0.364,0.696,0.517,0.0,0.197,-8.379,0.0366,112.291,3
786,Marvin Gaye (feat. Meghan Trainor),Nine Track Mind,Charlie Puth,2015-11-05,190453,51,0.795,0.417,0.795,0.616,0.0,0.349,-5.281,0.06,110.015,4
787,Losing My Mind,Nine Track Mind,Charlie Puth,2015-11-05,212213,22,0.705,0.759,0.705,0.501,0.0761,0.104,-10.997,0.0618,100.042,4
788,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2015-11-05,217706,56,0.728,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,4
789,My Gospel,Nine Track Mind,Charlie Puth,2015-11-05,210866,29,0.7,0.27,0.7,0.654,0.0,0.0768,-7.126,0.297,112.039,4
790,Up All Night,Nine Track Mind,Charlie Puth,2015-11-05,190106,23,0.647,0.551,0.647,0.648,0.0,0.192,-4.957,0.0314,81.892,4
791,Left Right Left,Nine Track Mind,Charlie Puth,2015-11-05,206466,23,0.698,0.21,0.698,0.712,0.0,0.0602,-3.634,0.0321,99.952,4
792,Then There's You,Nine Track Mind,Charlie Puth,2015-11-05,214413,21,0.581,0.0619,0.581,0.714,4.55e-05,0.105,-8.688,0.0372,97.911,4
793,Suffer,Nine Track Mind,Charlie Puth,2015-11-05,210680,31,0.58,0.75,0.58,0.443,0.0,0.0742,-7.323,0.0498,175.938,3
794,As You Are (feat. Shy Carter),Nine Track Mind,Charlie Puth,2015-11-05,235920,21,0.819,0.361,0.819,0.523,0.0,0.0716,-6.202,0.0449,113.952,4
795,Some Type of Love,Nine Track Mind,Charlie Puth,2015-11-05,187906,31,0.702,0.392,0.702,0.595,0.0,0.0753,-6.005,0.0912,90.497,4
796,See You Again (feat. Charlie Puth),Nine Track Mind,Charlie Puth,2015-11-05,229525,0,0.689,0.369,0.689,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,4
797,Nothing But Trouble - Instagram Models; Dance Remix,Nine Track Mind,Charlie Puth,2015-11-05,286829,16,0.682,0.011,0.682,0.806,0.0527,0.564,-5.298,0.0395,122.984,4
798,That's Hilarious,That's Hilarious,Charlie Puth,2022-04-08,146855,80,0.714,0.742,0.714,0.442,0.0,0.114,-5.909,0.0605,108.039,4
799,Light Switch,That's Hilarious,Charlie Puth,2022-04-08,185680,63,0.69,0.105,0.69,0.626,0.000335,0.0881,-5.693,0.306,184.009,4
800,Light Switch - Tiësto Remix,Light Switch (Tiësto Remix),Charlie Puth,2022-03-04,170769,60,0.7,0.000421,0.7,0.832,0.464,0.278,-4.969,0.0539,129.983,4
801,Light Switch - Acoustic,Light Switch (Acoustic),Charlie Puth,2022-02-18,186295,58,0.748,0.745,0.748,0.407,0.0,0.163,-6.26,0.0656,91.974,4
802,Light Switch,Light Switch (Acoustic),Charlie Puth,2022-02-18,185680,41,0.69,0.105,0.69,0.626,0.000335,0.0881,-5.693,0.306,184.009,4
803,Light Switch,Light Switch,Charlie Puth,2022-01-20,185680,87,0.69,0.105,0.69,0.626,0.000335,0.0881,-5.693,0.306,184.009,4
804,Light Switch - Instrumental,Light Switch (Instrumental),Charlie Puth,2022-01-19,185680,35,0.721,0.00402,0.721,0.467,0.779,0.0999,-7.102,0.27,184.11,4
805,Light Switch,Light Switch (Instrumental),Charlie Puth,2022-01-19,185680,80,0.69,0.105,0.69,0.626,0.000335,0.0881,-5.693,0.306,184.009,4
806,After All,After All,Elton John,2021-09-22,208714,59,0.501,0.361,0.501,0.556,0.000133,0.115,-5.628,0.0266,82.017,4
807,Is It Just Me? (feat. Charlie Puth),Is It Just Me? (feat. Charlie Puth),Sasha Alex Sloan,2020-11-19,154274,64,0.682,0.699,0.682,0.363,3e-05,0.363,-10.837,0.0261,94.978,4
808,Upside Down (feat. Charlie Puth),Upside Down (feat. Charlie Puth),JVKE,2020-10-30,116000,57,0.816,0.284,0.816,0.444,0.0243,0.225,-9.635,0.0546,120.022,4
809,Upside Down (feat. Charlie Puth),Upside Down (feat. Charlie Puth),JVKE,2020-10-30,116000,31,0.816,0.281,0.816,0.443,0.018,0.221,-9.629,0.0536,120.021,4
810,Hard On Yourself,Hard On Yourself,Charlie Puth,2020-08-14,160825,65,0.824,0.22,0.824,0.783,0.0,0.234,-4.53,0.0507,114.028,4
811,Girlfriend - Haywyre Remix,Girlfriend (Haywyre Remix),Charlie Puth,2020-07-30,156521,39,0.813,0.0747,0.813,0.722,0.0,0.51,-6.493,0.169,115.016,4
812,Girlfriend,Girlfriend (Haywyre Remix),Charlie Puth,2020-07-30,177438,30,0.758,0.18,0.758,0.583,5.12e-05,0.107,-6.361,0.0421,97.537,4
813,Girlfriend - Live From Corden,Girlfriend (Live From Corden),Charlie Puth,2020-07-16,178816,35,0.681,0.406,0.681,0.454,0.0,0.101,-6.769,0.0279,96.969,4
814,Girlfriend,Girlfriend (Live From Corden),Charlie Puth,2020-07-16,177438,26,0.758,0.18,0.758,0.583,5.12e-05,0.107,-6.361,0.0421,97.537,4
815,"Free - From Disney's ""The One And Only Ivan""","Free (From Disney's ""The One And Only Ivan"")",Charlie Puth,2020-06-24,228821,50,0.513,0.632,0.513,0.448,0.0,0.101,-6.961,0.0305,97.07,4
816,Consideration,ANTI (Deluxe),Rihanna,2016-01-28,161066,68,0.883,0.0392,0.883,0.584,4.39e-06,0.0869,-2.102,0.0465,144.975,4
817,James Joint,ANTI (Deluxe),Rihanna,2016-01-28,72080,61,0.399,0.66,0.399,0.203,0.000163,0.27,-11.649,0.0298,134.202,4
818,Kiss It Better,ANTI (Deluxe),Rihanna,2016-01-28,253080,70,0.619,0.272,0.619,0.806,0.0,0.0671,-4.8,0.0483,95.0,4
819,Work,ANTI (Deluxe),Rihanna,2016-01-28,219320,75,0.725,0.0752,0.725,0.534,0.0,0.0919,-6.238,0.0946,91.974,4
820,Desperado,ANTI (Deluxe),Rihanna,2016-01-28,186466,72,0.685,0.323,0.685,0.61,0.0,0.102,-5.221,0.0439,94.384,3
821,Woo,ANTI (Deluxe),Rihanna,2016-01-28,235586,58,0.42,0.0546,0.42,0.466,0.00389,0.298,-5.298,0.0326,115.004,4
822,Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,191600,79,0.671,0.11,0.671,0.314,0.0,0.0825,-8.091,0.244,110.898,4
823,"Yeah, I Said It",ANTI (Deluxe),Rihanna,2016-01-28,133080,66,0.509,0.547,0.509,0.38,1.21e-06,0.36,-7.479,0.158,127.88,4
824,Same Ol’ Mistakes,ANTI (Deluxe),Rihanna,2016-01-28,397093,63,0.44,0.199,0.44,0.803,0.00282,0.0591,-5.415,0.0443,151.777,4
825,Never Ending,ANTI (Deluxe),Rihanna,2016-01-28,202506,55,0.53,0.751,0.53,0.391,6.97e-05,0.187,-9.096,0.0286,82.215,4
826,Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,224000,80,0.509,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,3
827,Higher,ANTI (Deluxe),Rihanna,2016-01-28,120626,62,0.292,0.112,0.292,0.567,1.01e-06,0.119,-4.191,0.0416,153.199,3
828,Close To You,ANTI (Deluxe),Rihanna,2016-01-28,223213,62,0.494,0.895,0.494,0.17,0.0,0.139,-11.368,0.0337,80.098,4
829,Goodnight Gotham,ANTI (Deluxe),Rihanna,2016-01-28,88493,52,0.418,0.00686,0.418,0.672,2.14e-06,0.277,-5.989,0.0429,82.134,4
830,Pose,ANTI (Deluxe),Rihanna,2016-01-28,144226,52,0.685,0.181,0.685,0.852,0.00135,0.147,-3.153,0.0846,145.918,4
831,Sex With Me,ANTI (Deluxe),Rihanna,2016-01-28,206400,71,0.58,0.294,0.58,0.532,0.0,0.0948,-5.668,0.0424,112.049,4
832,Consideration,ANTI (Deluxe),Rihanna,2016-01-28,161066,18,0.886,0.036,0.886,0.588,4.58e-06,0.0904,-2.254,0.0524,145.012,4
833,James Joint,ANTI (Deluxe),Rihanna,2016-01-28,72080,13,0.366,0.689,0.366,0.203,0.000184,0.267,-11.583,0.0299,135.413,4
834,Kiss It Better,ANTI (Deluxe),Rihanna,2016-01-28,253080,20,0.616,0.273,0.616,0.804,0.0,0.0668,-4.81,0.0483,95.023,4
835,Work,ANTI (Deluxe),Rihanna,2016-01-28,219320,25,0.726,0.0751,0.726,0.535,0.0,0.0919,-6.216,0.0964,91.995,4
836,Desperado,ANTI (Deluxe),Rihanna,2016-01-28,186466,15,0.685,0.323,0.685,0.61,0.0,0.102,-5.221,0.0439,94.384,3
837,Woo,ANTI (Deluxe),Rihanna,2016-01-28,235586,11,0.421,0.0528,0.421,0.463,0.00375,0.298,-5.301,0.0326,114.974,4
838,Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,191600,30,0.685,0.1,0.685,0.313,0.0,0.082,-8.148,0.261,110.938,4
839,"Yeah, I Said It",ANTI (Deluxe),Rihanna,2016-01-28,133053,11,0.576,0.524,0.576,0.397,2.39e-06,0.476,-7.523,0.0882,128.489,4
840,Same Ol’ Mistakes,ANTI (Deluxe),Rihanna,2016-01-28,397120,15,0.447,0.209,0.447,0.799,0.0049,0.061,-5.433,0.0459,151.955,4
841,Never Ending,ANTI (Deluxe),Rihanna,2016-01-28,202506,8,0.53,0.751,0.53,0.391,6.97e-05,0.187,-9.096,0.0286,82.215,4
842,Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,224000,25,0.509,0.072,0.509,0.629,9.58e-06,0.0814,-4.832,0.0463,171.974,3
843,Higher,ANTI (Deluxe),Rihanna,2016-01-28,120626,12,0.291,0.116,0.291,0.561,0.0,0.119,-4.2,0.0421,153.226,3
844,Close To You,ANTI (Deluxe),Rihanna,2016-01-28,223213,9,0.494,0.895,0.494,0.17,0.0,0.139,-11.368,0.0337,80.098,4
845,Goodnight Gotham,ANTI (Deluxe),Rihanna,2016-01-28,88493,8,0.418,0.00686,0.418,0.672,2.14e-06,0.277,-5.989,0.0429,82.134,4
846,Pose,ANTI (Deluxe),Rihanna,2016-01-28,144226,16,0.684,0.163,0.684,0.853,0.00457,0.13,-3.208,0.0833,145.912,4
847,Sex With Me,ANTI (Deluxe),Rihanna,2016-01-28,206400,31,0.61,0.284,0.61,0.527,0.0,0.095,-5.693,0.0384,112.001,4
848,Consideration,ANTI,Rihanna,2016-01-28,161066,42,0.883,0.0392,0.883,0.584,4.39e-06,0.0869,-2.102,0.0465,144.975,4
849,James Joint,ANTI,Rihanna,2016-01-28,72080,37,0.399,0.66,0.399,0.203,0.000163,0.27,-11.649,0.0298,134.202,4
850,Kiss It Better,ANTI,Rihanna,2016-01-28,253080,43,0.619,0.272,0.619,0.806,0.0,0.0671,-4.8,0.0483,95.0,4
851,Work,ANTI,Rihanna,2016-01-28,219320,44,0.725,0.0752,0.725,0.534,0.0,0.0919,-6.238,0.0946,91.974,4
852,Desperado,ANTI,Rihanna,2016-01-28,186466,42,0.685,0.323,0.685,0.61,0.0,0.102,-5.221,0.0439,94.384,3
853,Woo,ANTI,Rihanna,2016-01-28,235586,36,0.42,0.0546,0.42,0.466,0.00389,0.298,-5.298,0.0326,115.004,4
854,Needed Me,ANTI,Rihanna,2016-01-28,191600,56,0.671,0.11,0.671,0.314,0.0,0.0825,-8.091,0.244,110.898,4
855,"Yeah, I Said It",ANTI,Rihanna,2016-01-28,133080,37,0.509,0.547,0.509,0.38,1.21e-06,0.36,-7.479,0.158,127.88,4
856,Same Ol’ Mistakes,ANTI,Rihanna,2016-01-28,397093,39,0.44,0.199,0.44,0.803,0.00282,0.0591,-5.415,0.0443,151.777,4
857,Never Ending,ANTI,Rihanna,2016-01-28,202506,34,0.53,0.751,0.53,0.391,6.97e-05,0.187,-9.096,0.0286,82.215,4
858,Love On The Brain,ANTI,Rihanna,2016-01-28,224000,45,0.509,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,3
859,Higher,ANTI,Rihanna,2016-01-28,120626,37,0.292,0.112,0.292,0.567,1.01e-06,0.119,-4.191,0.0416,153.199,3
860,Close To You,ANTI,Rihanna,2016-01-28,223226,35,0.494,0.895,0.494,0.17,0.0,0.139,-11.368,0.0337,80.098,4
861,Consideration,ANTI,Rihanna,2016-01-28,161066,32,0.886,0.036,0.886,0.588,4.58e-06,0.0904,-2.254,0.0524,145.012,4
862,James Joint,ANTI,Rihanna,2016-01-28,72080,23,0.366,0.689,0.366,0.203,0.000184,0.267,-11.583,0.0299,135.413,4
863,Kiss It Better,ANTI,Rihanna,2016-01-28,253080,35,0.616,0.273,0.616,0.804,0.0,0.0668,-4.81,0.0483,95.023,4
864,Work,ANTI,Rihanna,2016-01-28,219320,46,0.726,0.0751,0.726,0.535,0.0,0.0919,-6.216,0.0964,91.995,4
865,Desperado,ANTI,Rihanna,2016-01-28,186466,21,0.685,0.323,0.685,0.61,0.0,0.102,-5.221,0.0439,94.384,3
866,Woo,ANTI,Rihanna,2016-01-28,235586,23,0.421,0.0528,0.421,0.463,0.00375,0.298,-5.301,0.0326,114.974,4
867,Needed Me,ANTI,Rihanna,2016-01-28,191600,44,0.685,0.1,0.685,0.313,0.0,0.082,-8.148,0.261,110.938,4
868,"Yeah, I Said It",ANTI,Rihanna,2016-01-28,133053,23,0.576,0.524,0.576,0.397,2.39e-06,0.476,-7.523,0.0882,128.489,4
869,Same Ol’ Mistakes,ANTI,Rihanna,2016-01-28,397120,19,0.447,0.209,0.447,0.799,0.0049,0.061,-5.433,0.0459,151.955,4
870,Never Ending,ANTI,Rihanna,2016-01-28,202506,13,0.53,0.751,0.53,0.391,6.97e-05,0.187,-9.096,0.0286,82.215,4
871,Love On The Brain,ANTI,Rihanna,2016-01-28,224000,47,0.509,0.072,0.509,0.629,9.58e-06,0.0814,-4.832,0.0463,171.974,3
872,Higher,ANTI,Rihanna,2016-01-28,120626,25,0.291,0.116,0.291,0.561,0.0,0.119,-4.2,0.0421,153.226,3
873,Close To You,ANTI,Rihanna,2016-01-28,223226,15,0.494,0.895,0.494,0.17,0.0,0.139,-11.368,0.0337,80.098,4
874,Phresh Out The Runway,Unapologetic (Deluxe Version),Rihanna,2013-01-01,222413,3,0.691,0.000202,0.691,0.866,0.0,0.294,-5.831,0.0729,154.117,4
875,Diamonds,Unapologetic (Deluxe Version),Rihanna,2013-01-01,225146,8,0.564,0.00125,0.564,0.71,0.0,0.109,-4.92,0.0461,91.972,4
876,Numb,Unapologetic (Deluxe Version),Rihanna,2013-01-01,205066,3,0.717,0.014,0.717,0.697,0.00125,0.131,-5.771,0.137,129.042,4
877,Pour It Up,Unapologetic (Deluxe Version),Rihanna,2013-01-01,161200,13,0.785,0.0254,0.785,0.478,0.0,0.0901,-8.735,0.0419,134.002,4
878,Loveeeeeee Song,Unapologetic (Deluxe Version),Rihanna,2013-01-01,256320,21,0.71,0.508,0.71,0.598,0.0,0.0971,-7.598,0.0319,119.981,4
879,Jump,Unapologetic (Deluxe Version),Rihanna,2013-01-01,264453,4,0.629,0.229,0.629,0.819,0.00706,0.169,-6.181,0.25,162.048,4
880,Right Now,Unapologetic (Deluxe Version),Rihanna,2013-01-01,181626,5,0.668,0.049,0.668,0.64,0.0,0.0675,-5.208,0.0888,130.004,4
881,What Now,Unapologetic (Deluxe Version),Rihanna,2013-01-01,243093,7,0.402,0.0476,0.402,0.696,0.0,0.628,-4.799,0.0448,180.158,3
882,Stay,Unapologetic (Deluxe Version),Rihanna,2013-01-01,240706,28,0.621,0.945,0.621,0.31,6.12e-05,0.117,-10.164,0.0283,111.893,4
883,Nobody's Business,Unapologetic (Deluxe Version),Rihanna,2013-01-01,216293,5,0.741,0.0362,0.741,0.6,0.0,0.0562,-5.792,0.0412,109.233,4
884,Love Without Tragedy / Mother Mary,Unapologetic (Deluxe Version),Rihanna,2013-01-01,418866,3,0.542,0.0747,0.542,0.66,0.0,0.184,-6.467,0.0357,127.891,4
885,Get It Over With,Unapologetic (Deluxe Version),Rihanna,2013-01-01,211893,2,0.419,0.744,0.419,0.465,0.0,0.102,-6.756,0.0312,79.75,4
886,No Love Allowed,Unapologetic (Deluxe Version),Rihanna,2013-01-01,249133,3,0.583,0.362,0.583,0.482,4.14e-05,0.0938,-9.164,0.0987,90.483,4
887,Lost In Paradise,Unapologetic (Deluxe Version),Rihanna,2013-01-01,215413,2,0.479,0.0639,0.479,0.779,0.0,0.204,-3.698,0.0449,75.961,4
888,Half Of Me,Unapologetic (Deluxe Version),Rihanna,2013-01-01,192853,3,0.391,0.214,0.391,0.574,0.0,0.36,-5.912,0.0397,147.435,4
889,Diamonds,Unapologetic (Deluxe Version),Rihanna,2013-01-01,303533,1,0.722,0.000283,0.722,0.629,0.0735,0.0468,-6.261,0.0393,99.996,4
890,Diamonds,Unapologetic (Deluxe Version),Rihanna,2013-01-01,269453,1,0.706,0.0234,0.706,0.614,1.24e-06,0.121,-7.89,0.079,104.984,4
891,Phresh Out The Runway,Unapologetic (Deluxe Version),Rihanna,2013-01-01,222413,12,0.689,0.000195,0.689,0.868,0.0,0.294,-5.875,0.0815,154.123,4
892,Diamonds,Unapologetic (Deluxe Version),Rihanna,2013-01-01,225146,18,0.564,0.00125,0.564,0.71,0.0,0.109,-4.92,0.0461,91.972,4
893,Numb,Unapologetic (Deluxe Version),Rihanna,2013-01-01,205066,9,0.717,0.014,0.717,0.697,0.00125,0.131,-5.771,0.137,129.042,4
894,Pour It Up,Unapologetic (Deluxe Version),Rihanna,2013-01-01,161200,26,0.785,0.0254,0.785,0.478,0.0,0.0901,-8.735,0.0419,134.002,4
895,Loveeeeeee Song,Unapologetic (Deluxe Version),Rihanna,2013-01-01,256320,34,0.703,0.537,0.703,0.651,0.0,0.0955,-6.405,0.0327,119.976,4
896,Jump,Unapologetic (Deluxe Version),Rihanna,2013-01-01,264453,16,0.656,0.221,0.656,0.824,0.00757,0.171,-6.169,0.229,81.071,4
897,Right Now,Unapologetic (Deluxe Version),Rihanna,2013-01-01,181626,17,0.668,0.049,0.668,0.64,0.0,0.0671,-5.208,0.0888,130.004,4
